time,P,G(i),H_sun,T2m,WS10m,Int
20150314:1010,39697.98,604.95,33.38,6.05,4.41,0.0
20150314:1110,42944.98,659.27,37.49,7.44,4.83,0.0
20150314:1210,9910.26,165.97,38.57,8.44,5.24,0.0
20150314:1310,17598.93,279.8,36.4,9.11,4.97,0.0
20150314:1410,32749.33,506.55,31.38,9.79,4.9,0.0
20150314:1510,33872.65,525.9,24.22,9.94,4.76,0.0
20150314:1610,14405.82,239.57,15.64,9.62,3.86,0.0
20150314:1710,1301.68,33.17,6.22,9.13,3.31,0.0
20150314:1810,0.0,0.0,0.0,8.21,3.31,0.0
20150314:1910,0.0,0.0,0.0,7.57,3.86,0.0
20150314:2010,0.0,0.0,0.0,6.87,4.41,0.0
20150314:2110,0.0,0.0,0.0,6.23,4.34,0.0
20150314:2210,0.0,0.0,0.0,5.77,3.86,0.0
20150314:2310,0.0,0.0,0.0,5.34,3.38,0.0
20150315:0010,0.0,0.0,0.0,5.01,3.17,0.0
20150315:0110,0.0,0.0,0.0,4.7,3.03,0.0
20150315:0210,0.0,0.0,0.0,4.56,2.83,0.0
20150315:0310,0.0,0.0,0.0,4.32,2.69,0.0
20150315:0410,0.0,0.0,0.0,4.12,2.55,0.0
20150315:0510,0.0,0.0,0.0,3.86,2.41,0.0
20150315:0610,0.0,0.0,0.0,3.61,2.41,0.0
20150315:0710,1212.88,31.01,9.86,4.02,2.48,0.0
20150315:0810,11573.99,187.46,19.06,4.84,3.45,0.0
20150315:0910,7287.16,125.85,27.25,5.93,3.59,0.0
20150315:1010,13914.75,224.05,33.77,6.99,3.52,0.0
20150315:1110,18872.54,297.54,37.9,7.35,3.45,0.0
20150315:1210,10030.94,167.79,38.96,7.85,3.38,0.0
20150315:1310,9416.91,158.67,36.77,7.85,3.31,0.0
20150315:1410,8924.32,151.38,31.71,7.98,3.52,0.0
20150315:1510,5884.53,105.78,24.52,7.96,3.66,0.0
20150315:1610,7073.12,124.37,15.91,7.69,3.45,0.0
20150315:1710,1361.65,34.02,6.47,7.41,2.9,0.0
20150315:1810,0.0,0.0,0.0,6.69,2.55,0.0
20150315:1910,0.0,0.0,0.0,6.25,2.21,0.0
20150315:2010,0.0,0.0,0.0,5.81,2.28,0.0
20150315:2110,0.0,0.0,0.0,5.48,2.14,0.0
20150315:2210,0.0,0.0,0.0,5.25,2.0,0.0
20150315:2310,0.0,0.0,0.0,4.97,1.93,0.0
20150316:0010,0.0,0.0,0.0,4.6,2.0,0.0
20150316:0110,0.0,0.0,0.0,4.13,2.0,0.0
20150316:0210,0.0,0.0,0.0,3.43,2.0,0.0
20150316:0310,0.0,0.0,0.0,2.81,2.0,0.0
20150316:0410,0.0,0.0,0.0,1.99,2.0,0.0
20150316:0510,0.0,0.0,0.0,1.45,2.0,0.0
20150316:0610,0.0,0.0,0.0,0.73,1.93,0.0
20150316:0710,15117.76,249.31,10.21,0.97,1.24,0.0
20150316:0810,32237.77,497.92,19.42,3.55,1.17,0.0
20150316:0910,45280.42,712.04,27.62,5.32,1.1,0.0
20150316:1010,53488.25,864.75,34.17,7.15,1.1,0.0
20150316:1110,59798.57,994.4,38.3,8.86,1.03,0.0
20150316:1210,59711.29,1004.49,39.35,10.26,0.9,0.0
20150316:1310,57419.11,966.15,37.13,11.44,0.83,0.0
20150316:1410,48503.9,800.23,32.04,12.22,0.83,0.0
20150316:1510,35816.45,580.78,24.82,12.66,0.97,0.0
20150316:1610,19432.68,328.45,16.18,12.54,1.1,0.0
20150316:1710,1232.62,32.32,6.73,12.07,1.03,0.0
20150316:1810,0.0,0.0,0.0,11.02,1.86,0.0
20150316:1910,0.0,0.0,0.0,9.24,1.66,0.0
20150316:2010,0.0,0.0,0.0,7.38,1.86,0.0
20150316:2110,0.0,0.0,0.0,6.23,2.0,0.0
20150316:2210,0.0,0.0,0.0,5.61,2.21,0.0
20150316:2310,0.0,0.0,0.0,4.81,2.34,0.0
20150317:0010,0.0,0.0,0.0,4.16,2.28,0.0
20150317:0110,0.0,0.0,0.0,3.42,2.07,0.0
20150317:0210,0.0,0.0,0.0,2.64,1.93,0.0
20150317:0310,0.0,0.0,0.0,2.11,1.79,0.0
20150317:0410,0.0,0.0,0.0,1.75,1.66,0.0
20150317:0510,0.0,0.0,0.0,1.5,1.45,0.0
20150317:0610,0.0,0.0,0.0,1.17,1.38,0.0
20150317:0710,15095.75,250.56,10.56,2.59,0.9,0.0
20150317:0810,32217.27,507.56,19.79,5.53,0.28,0.0
20150317:0910,46281.54,753.18,28.0,9.11,0.41,0.0
20150317:1010,55530.72,931.71,34.56,11.94,0.83,0.0
20150317:1110,60474.84,1033.45,38.7,13.98,1.17,0.0
20150317:1210,57217.22,970.07,39.74,15.31,1.52,0.0
20150317:1310,56679.84,954.95,37.5,16.05,1.86,0.0
20150317:1410,48634.44,801.58,32.37,16.33,2.21,0.0
20150317:1510,35637.33,578.54,25.11,16.27,2.55,0.0
20150317:1610,19426.6,330.95,16.45,15.83,2.48,0.0
20150317:1710,3521.0,90.67,6.98,14.53,2.21,0.0
20150317:1810,0.0,0.0,0.0,12.37,2.62,0.0
20150317:1910,0.0,0.0,0.0,11.05,2.48,0.0
20150317:2010,0.0,0.0,0.0,9.72,2.48,0.0
20150317:2110,0.0,0.0,0.0,8.46,2.48,0.0
20150317:2210,0.0,0.0,0.0,7.49,2.48,0.0
20150317:2310,0.0,0.0,0.0,6.65,2.41,0.0
20150318:0010,0.0,0.0,0.0,5.84,2.34,0.0
20150318:0110,0.0,0.0,0.0,5.34,2.34,0.0
20150318:0210,0.0,0.0,0.0,4.98,2.41,0.0
20150318:0310,0.0,0.0,0.0,4.64,2.41,0.0
20150318:0410,0.0,0.0,0.0,4.44,2.48,0.0
20150318:0510,0.0,0.0,0.0,4.5,2.62,0.0
20150318:0610,0.0,0.0,0.0,4.52,2.83,0.0
20150318:0710,9356.95,160.92,10.91,5.4,2.55,0.0
20150318:0810,10173.64,169.32,20.15,7.59,2.97,0.0
20150318:0910,17816.77,283.99,28.38,9.76,3.38,0.0
20150318:1010,39420.94,621.32,34.96,11.77,3.52,0.0
20150318:1110,51873.86,836.37,39.1,13.39,3.52,0.0
20150318:1210,47363.88,764.31,40.14,14.75,3.59,0.0
20150318:1310,55250.65,902.13,37.86,15.59,3.72,0.0
20150318:1410,45542.28,732.71,32.7,15.92,4.0,0.0
20150318:1510,33007.39,527.89,25.4,15.73,4.34,0.0
20150318:1610,16582.63,280.09,16.72,15.02,4.48,0.0
20150318:1710,3265.98,80.9,7.24,13.77,4.28,0.0
20150318:1810,0.0,0.0,0.0,11.92,4.28,0.0
20150318:1910,0.0,0.0,0.0,9.88,4.69,0.0
20150318:2010,0.0,0.0,0.0,8.36,4.62,0.0
20150318:2110,0.0,0.0,0.0,7.05,4.48,0.0
20150318:2210,0.0,0.0,0.0,6.13,4.55,0.0
20150318:2310,0.0,0.0,0.0,5.57,4.69,0.0
20150319:0010,0.0,0.0,0.0,5.13,4.07,0.0
20150319:0110,0.0,0.0,0.0,4.67,4.28,0.0
20150319:0210,0.0,0.0,0.0,4.33,4.21,0.0
20150319:0310,0.0,0.0,0.0,4.21,4.14,0.0
20150319:0410,0.0,0.0,0.0,4.06,4.14,0.0
20150319:0510,0.0,0.0,0.0,3.94,4.21,0.0
20150319:0610,0.0,0.0,0.0,3.94,4.28,0.0
20150319:0710,5012.44,92.21,11.26,4.32,4.34,0.0
20150319:0810,7315.24,125.44,20.51,4.78,4.34,0.0
20150319:0910,6696.66,116.73,28.76,5.38,4.21,0.0
20150319:1010,5333.49,96.66,35.35,6.14,4.21,0.0
20150319:1110,5791.17,103.96,39.51,7.1,4.14,0.0
20150319:1210,3804.11,73.87,40.53,8.0,4.48,0.0
20150319:1310,4320.23,82.07,38.22,8.65,4.41,0.0
20150319:1410,4080.38,78.43,33.02,8.84,4.28,0.0
20150319:1510,5438.24,99.4,25.7,9.02,4.14,0.0
20150319:1610,5429.89,99.36,16.99,8.82,4.21,0.0
20150319:1710,2144.18,50.29,7.49,8.31,3.17,0.0
20150319:1810,0.0,0.0,0.0,7.86,3.03,0.0
20150319:1910,0.0,0.0,0.0,7.02,2.62,0.0
20150319:2010,0.0,0.0,0.0,6.9,2.55,0.0
20150319:2110,0.0,0.0,0.0,6.78,2.55,0.0
20150319:2210,0.0,0.0,0.0,6.62,2.62,0.0
20150319:2310,0.0,0.0,0.0,6.66,2.83,0.0
20150320:0010,0.0,0.0,0.0,6.67,3.1,0.0
20150320:0110,0.0,0.0,0.0,6.68,3.38,0.0
20150320:0210,0.0,0.0,0.0,6.57,3.52,0.0
20150320:0310,0.0,0.0,0.0,5.99,3.52,0.0
20150320:0410,0.0,0.0,0.0,5.73,3.66,0.0
20150320:0510,0.0,0.0,0.0,5.64,3.72,0.0
20150320:0610,0.0,0.0,0.0,5.4,3.66,0.0
20150320:0710,4036.36,77.16,11.62,5.3,4.48,0.0
20150320:0810,7325.11,126.23,20.88,6.17,4.9,0.0
20150320:0910,45224.26,692.96,29.14,7.08,4.55,0.0
20150320:1010,26316.81,408.3,35.75,8.43,4.28,0.0
20150320:1110,16131.03,260.37,39.91,10.27,3.93,0.0
20150320:1210,19821.28,317.82,40.92,11.76,3.66,0.0
20150320:1310,48968.4,783.43,38.59,12.88,3.59,0.0
20150320:1410,49423.04,791.12,33.35,13.46,3.59,0.0
20150320:1510,35371.68,562.53,25.99,13.67,3.66,0.0
20150320:1610,19242.93,322.23,17.25,13.46,3.72,0.0
20150320:1710,3645.48,88.63,7.74,12.66,3.03,0.0
20150320:1810,0.0,0.0,0.0,10.96,2.97,0.0
20150320:1910,0.0,0.0,0.0,8.28,3.17,0.0
20150320:2010,0.0,0.0,0.0,7.04,2.83,0.0
20150320:2110,0.0,0.0,0.0,6.05,2.55,0.0
20150320:2210,0.0,0.0,0.0,5.25,2.62,0.0
20150320:2310,0.0,0.0,0.0,4.68,2.62,0.0
20150321:0010,0.0,0.0,0.0,4.21,2.41,0.0
20150321:0110,0.0,0.0,0.0,3.79,2.28,0.0
20150321:0210,0.0,0.0,0.0,3.52,2.28,0.0
20150321:0310,0.0,0.0,0.0,3.54,2.76,0.0
20150321:0410,0.0,0.0,0.0,3.81,3.03,0.0
20150321:0510,0.0,0.0,0.0,3.92,2.76,0.0
20150321:0610,0.0,0.0,0.0,3.83,1.93,0.0
20150321:0710,11283.29,188.76,11.97,3.82,2.69,0.0
20150321:0810,4039.4,76.6,21.24,4.83,3.52,0.0
20150321:0910,6902.35,120.37,29.52,6.47,3.72,0.0
20150321:1010,8397.58,143.17,36.15,7.52,3.93,0.0
20150321:1110,28225.69,439.0,40.31,8.73,3.93,0.0
20150321:1210,9909.5,166.88,41.31,9.2,3.59,0.0
20150321:1310,5604.46,102.14,38.95,9.4,3.59,0.0
20150321:1410,5548.29,101.22,33.67,9.28,3.72,0.0
20150321:1510,4368.04,82.99,26.28,9.06,3.93,0.0
20150321:1610,4021.94,77.51,17.52,8.86,4.55,0.0
20150321:1710,2199.58,50.21,7.99,8.2,4.34,0.0
20150321:1810,0.0,0.0,0.0,7.46,4.48,0.0
20150321:1910,0.0,0.0,0.0,6.67,4.34,0.0
20150321:2010,0.0,0.0,0.0,6.41,4.34,0.0
20150321:2110,0.0,0.0,0.0,6.0,4.28,0.0
20150321:2210,0.0,0.0,0.0,5.55,4.28,0.0
20150321:2310,0.0,0.0,0.0,5.57,4.41,0.0
20150322:0010,0.0,0.0,0.0,5.57,4.55,0.0
20150322:0110,0.0,0.0,0.0,5.57,4.48,0.0
20150322:0210,0.0,0.0,0.0,5.52,4.34,0.0
20150322:0310,0.0,0.0,0.0,5.47,4.34,0.0
20150322:0410,0.0,0.0,0.0,5.43,4.34,0.0
20150322:0510,0.0,0.0,0.0,5.32,4.41,0.0
20150322:0610,36.43,6.8,2.56,5.29,4.48,0.0
20150322:0710,4680.75,87.15,12.32,5.49,5.1,0.0
20150322:0810,8325.47,140.79,21.61,6.09,5.79,0.0
20150322:0910,7510.31,129.49,29.9,7.0,5.31,0.0
20150322:1010,18885.44,297.05,36.54,7.84,4.97,0.0
20150322:1110,32432.07,499.33,40.71,8.62,5.59,0.0
20150322:1210,9586.17,161.41,41.7,8.91,5.66,0.0
20150322:1310,20629.62,324.89,39.31,9.62,5.79,0.0
20150322:1410,27269.35,424.0,34.0,10.39,5.86,0.0
20150322:1510,35417.98,549.43,26.57,10.28,5.38,0.0
20150322:1610,20830.76,341.45,17.78,10.05,5.31,0.0
20150322:1710,2038.67,46.96,8.24,9.42,4.07,0.0
20150322:1810,0.0,0.0,0.0,8.56,3.24,0.0
20150322:1910,0.0,0.0,0.0,7.02,3.17,0.0
20150322:2010,0.0,0.0,0.0,5.99,3.03,0.0
20150322:2110,0.0,0.0,0.0,5.09,2.9,0.0
20150322:2210,0.0,0.0,0.0,4.32,2.62,0.0
20150322:2310,0.0,0.0,0.0,3.58,2.48,0.0
20150323:0010,0.0,0.0,0.0,2.87,2.28,0.0
20150323:0110,0.0,0.0,0.0,2.15,2.07,0.0
20150323:0210,0.0,0.0,0.0,1.34,1.86,0.0
20150323:0310,0.0,0.0,0.0,0.67,1.66,0.0
20150323:0410,0.0,0.0,0.0,0.52,1.45,0.0
20150323:0510,0.0,0.0,0.0,0.21,1.38,0.0
20150323:0610,237.57,11.91,2.91,-0.21,1.38,0.0
20150323:0710,17359.09,282.59,12.68,1.37,0.76,0.0
20150323:0810,34453.29,536.84,21.97,4.46,0.83,0.0
20150323:0910,49015.46,784.82,30.28,7.01,0.97,0.0
20150323:1010,58197.84,960.26,36.94,9.15,1.17,0.0
20150323:1110,63138.17,1064.0,41.12,10.56,1.24,0.0
20150323:1210,59176.19,1009.48,42.09,11.47,0.62,0.0
20150323:1310,56376.24,968.93,39.67,12.01,0.14,0.0
20150323:1410,48730.84,813.66,34.32,12.28,0.34,0.0
20150323:1510,36614.92,594.27,26.85,12.41,0.9,0.0
20150323:1610,20441.39,343.84,18.05,12.28,1.45,0.0
20150323:1710,4122.89,100.02,8.49,11.61,1.86,0.0
20150323:1810,0.0,0.0,0.0,10.43,2.34,0.0
20150323:1910,0.0,0.0,0.0,8.52,2.55,0.0
20150323:2010,0.0,0.0,0.0,7.33,2.55,0.0
20150323:2110,0.0,0.0,0.0,6.36,2.48,0.0
20150323:2210,0.0,0.0,0.0,5.55,2.48,0.0
20150323:2310,0.0,0.0,0.0,4.88,2.55,0.0
20150324:0010,0.0,0.0,0.0,4.15,2.48,0.0
20150324:0110,0.0,0.0,0.0,3.89,2.41,0.0
20150324:0210,0.0,0.0,0.0,3.71,2.34,0.0
20150324:0310,0.0,0.0,0.0,3.72,2.21,0.0
20150324:0410,0.0,0.0,0.0,3.88,2.0,0.0
20150324:0510,0.0,0.0,0.0,3.84,1.59,0.0
20150324:0610,0.0,2.55,3.26,3.82,1.52,0.0
20150324:0710,9971.74,168.4,13.03,4.17,1.59,0.0
20150324:0810,19674.04,307.18,22.34,4.65,1.59,0.0
20150324:0910,18243.32,287.53,30.66,5.51,1.38,0.0
20150324:1010,16809.57,269.09,37.33,7.11,1.24,0.0
20150324:1110,25091.78,396.53,41.52,8.19,1.31,0.0
20150324:1210,9524.69,161.41,42.48,8.63,1.52,0.0
20150324:1310,9123.18,155.03,40.03,8.41,2.07,0.0
20150324:1410,7377.48,128.58,34.64,7.97,1.93,0.0
20150324:1510,3458.0,68.39,27.14,7.29,1.59,0.0
20150324:1610,3174.9,63.83,18.31,6.91,1.59,0.0
20150324:1710,2261.82,50.48,8.74,6.61,2.0,0.0
20150324:1810,0.0,0.0,0.0,6.11,2.21,0.0
20150324:1910,0.0,0.0,0.0,5.28,2.34,0.0
20150324:2010,0.0,0.0,0.0,5.16,2.28,0.0
20150324:2110,0.0,0.0,0.0,5.07,2.62,0.0
20150324:2210,0.0,0.0,0.0,4.93,2.9,0.0
20150324:2310,0.0,0.0,0.0,4.69,3.17,0.0
20150325:0010,0.0,0.0,0.0,4.46,3.52,0.0
20150325:0110,0.0,0.0,0.0,4.25,3.45,0.0
20150325:0210,0.0,0.0,0.0,4.11,3.38,0.0
20150325:0310,0.0,0.0,0.0,3.96,3.17,0.0
20150325:0410,0.0,0.0,0.0,3.71,3.1,0.0
20150325:0510,0.0,0.0,0.0,3.57,3.03,0.0
20150325:0610,385.57,15.31,3.61,3.36,2.9,0.0
20150325:0710,4043.95,76.75,13.38,4.13,2.76,0.0
20150325:0810,2071.31,45.6,22.7,4.89,4.07,0.0
20150325:0910,8027.18,136.79,31.04,6.08,4.28,0.0
20150325:1010,18830.79,295.94,37.73,6.95,4.0,0.0
20150325:1110,26469.37,411.04,41.92,8.04,4.21,0.0
20150325:1210,51260.58,802.69,42.87,8.82,4.21,0.0
20150325:1310,15716.61,252.98,40.39,9.2,4.14,0.0
20150325:1410,33467.35,519.52,34.96,9.51,4.14,0.0
20150325:1510,17128.35,273.68,27.42,9.48,4.0,0.0
20150325:1610,2299.77,50.16,18.57,9.26,3.93,0.0
20150325:1710,2141.9,48.47,8.99,8.66,3.45,0.0
20150325:1810,0.0,0.0,0.0,7.24,2.83,0.0
20150325:1910,0.0,0.0,0.0,5.73,2.48,0.0
20150325:2010,0.0,0.0,0.0,4.56,2.48,0.0
20150325:2110,0.0,0.0,0.0,3.54,2.41,0.0
20150325:2210,0.0,0.0,0.0,2.61,2.14,0.0
20150325:2310,0.0,0.0,0.0,1.53,1.93,0.0
20150326:0010,0.0,0.0,0.0,0.5,1.93,0.0
20150326:0110,0.0,0.0,0.0,-0.32,1.86,0.0
20150326:0210,0.0,0.0,0.0,-0.96,1.93,0.0
20150326:0310,0.0,0.0,0.0,-1.51,1.86,0.0
20150326:0410,0.0,0.0,0.0,-1.91,2.0,0.0
20150326:0510,0.0,0.0,0.0,-1.9,2.14,0.0
20150326:0610,522.95,17.86,3.95,-1.34,2.48,0.0
20150326:0710,15670.31,252.6,13.74,1.65,2.9,0.0
20150326:0810,20442.91,314.52,23.06,3.49,3.45,0.0
20150326:0910,8382.4,141.35,31.42,4.9,4.28,0.0
20150326:1010,15112.45,239.96,38.12,5.91,5.17,0.0
20150326:1110,19177.65,299.1,42.32,6.58,6.97,0.0
20150326:1210,11773.61,191.5,43.26,6.12,5.93,0.0
20150326:1310,9717.48,161.41,40.74,6.02,5.59,0.0
20150326:1410,6251.12,110.34,35.27,6.2,5.52,0.0
20150326:1510,5450.38,98.49,27.71,6.44,4.97,0.0
20150326:1610,8621.48,146.88,18.83,6.89,4.34,0.0
20150326:1710,3340.36,71.51,9.23,7.56,3.66,0.0
20150326:1810,0.0,0.0,0.0,7.96,3.17,0.0
20150326:1910,0.0,0.0,0.0,7.29,3.03,0.0
20150326:2010,0.0,0.0,0.0,7.05,3.17,0.0
20150326:2110,0.0,0.0,0.0,6.77,3.45,0.0
20150326:2210,0.0,0.0,0.0,6.42,3.66,0.0
20150326:2310,0.0,0.0,0.0,5.94,3.66,0.0
20150327:0010,0.0,0.0,0.0,5.3,3.52,0.0
20150327:0110,0.0,0.0,0.0,5.05,3.17,0.0
20150327:0210,0.0,0.0,0.0,4.36,3.03,0.0
20150327:0310,0.0,0.0,0.0,3.83,2.83,0.0
20150327:0410,0.0,0.0,0.0,3.14,2.83,0.0
20150327:0510,0.0,0.0,0.0,2.58,2.97,0.0
20150327:0610,470.58,17.01,4.3,2.13,2.76,0.0
20150327:0710,14878.68,242.18,14.09,3.36,2.48,0.0
20150327:0810,30237.8,464.99,23.42,5.33,2.62,0.0
20150327:0910,50070.47,783.21,31.8,7.29,2.83,0.0
20150327:1010,31541.0,491.72,38.52,8.82,3.03,0.0
20150327:1110,34613.44,542.12,42.72,9.94,3.38,0.0
20150327:1210,34547.4,542.66,43.65,10.38,3.31,0.0
20150327:1310,34638.48,544.12,41.1,10.69,3.38,0.0
20150327:1410,42379.52,668.19,35.59,10.79,3.17,0.0
20150327:1510,14293.49,233.54,27.99,10.79,3.17,0.0
20150327:1610,17074.46,283.37,19.08,10.82,2.69,0.0
20150327:1710,2534.3,55.59,9.48,10.34,1.72,0.0
20150327:1810,0.0,0.0,0.0,9.69,1.72,0.0
20150327:1910,0.0,0.0,0.0,8.8,2.07,0.0
20150327:2010,0.0,0.0,0.0,7.46,2.41,0.0
20150327:2110,0.0,0.0,0.0,6.84,2.62,0.0
20150327:2210,0.0,0.0,0.0,6.06,2.48,0.0
20150327:2310,0.0,0.0,0.0,5.23,2.34,0.0
20150328:0010,0.0,0.0,0.0,5.27,2.28,0.0
20150328:0110,0.0,0.0,0.0,5.55,2.41,0.0
20150328:0210,0.0,0.0,0.0,5.92,2.69,0.0
20150328:0310,0.0,0.0,0.0,6.53,2.97,0.0
20150328:0410,0.0,0.0,0.0,6.88,3.1,0.0
20150328:0510,0.0,0.0,0.0,7.12,3.24,0.0
20150328:0610,63.0,7.65,4.65,7.24,3.31,0.0
20150328:0710,5656.07,102.81,14.44,7.68,3.1,0.0
20150328:0810,7798.72,134.67,23.79,8.14,2.97,0.0
20150328:0910,7363.06,128.58,32.17,8.73,2.83,0.0
20150328:1010,11210.43,186.78,38.91,9.63,3.1,0.0
20150328:1110,7716.75,134.96,43.12,10.79,3.31,0.0
20150328:1210,24362.38,386.67,44.04,12.29,4.62,0.0
20150328:1310,4217.0,82.07,41.45,13.7,5.59,0.0
20150328:1410,43729.03,688.77,35.9,13.93,5.72,0.0
20150328:1510,27521.34,435.71,28.27,13.61,5.31,0.0
20150328:1610,8561.52,149.88,19.34,13.36,4.83,0.0
20150328:1710,3719.1,81.31,9.72,13.19,4.97,0.0
20150328:1810,0.0,0.0,0.0,12.53,5.1,0.0
20150328:1910,0.0,0.0,0.0,12.31,6.07,0.0
20150328:2010,0.0,0.0,0.0,11.82,6.28,0.0
20150328:2110,0.0,0.0,0.0,11.46,6.48,0.0
20150328:2210,0.0,0.0,0.0,11.22,6.14,0.0
20150328:2310,0.0,0.0,0.0,10.99,5.59,0.0
20150329:0010,0.0,0.0,0.0,10.73,5.38,0.0
20150329:0110,0.0,0.0,0.0,10.58,5.38,0.0
20150329:0210,0.0,0.0,0.0,10.29,5.17,0.0
20150329:0310,0.0,0.0,0.0,9.95,5.24,0.0
20150329:0410,0.0,0.0,0.0,9.66,5.31,0.0
20150329:0510,0.0,0.0,0.0,9.46,5.52,0.0
20150329:0610,0.0,3.4,4.99,9.29,5.72,0.0
20150329:0710,2244.36,49.24,14.79,9.43,5.93,0.0
20150329:0810,4964.62,92.1,24.15,9.24,6.34,0.0
20150329:0910,5259.87,96.66,32.55,9.45,6.97,0.0
20150329:1010,6819.62,120.37,39.3,9.72,7.38,0.0
20150329:1110,19668.73,311.01,43.52,10.28,7.52,0.0
20150329:1210,8947.09,153.2,44.42,11.31,7.45,0.0
20150329:1310,13164.86,217.44,41.8,12.62,6.97,0.0
20150329:1410,5718.31,104.87,36.22,12.55,8.83,0.0
20150329:1510,3388.94,68.39,28.55,12.24,8.0,0.0
20150329:1610,3792.72,74.78,19.59,12.09,8.14,0.0
20150329:1710,1366.2,34.65,9.96,12.1,8.28,0.0
20150329:1810,0.0,0.0,0.0,12.05,8.28,0.0
20150329:1910,0.0,0.0,0.0,10.94,8.14,0.0
20150329:2010,0.0,0.0,0.0,10.87,7.17,0.0
20150329:2110,0.0,0.0,0.0,10.8,6.97,0.0
20150329:2210,0.0,0.0,0.0,10.55,7.17,0.0
20150329:2310,0.0,0.0,0.0,10.32,7.31,0.0
20150330:0010,0.0,0.0,0.0,10.37,7.17,0.0
20150330:0110,0.0,0.0,0.0,10.39,7.24,0.0
20150330:0210,0.0,0.0,0.0,10.3,7.24,0.0
20150330:0310,0.0,0.0,0.0,10.14,6.55,0.0
20150330:0410,0.0,0.0,0.0,9.65,5.93,0.0
20150330:0510,0.0,0.0,0.0,8.77,5.38,0.0
20150330:0610,796.95,23.82,5.34,7.96,5.03,0.0
20150330:0710,15239.96,250.66,15.14,8.38,5.31,0.0
20150330:0810,29570.64,455.34,24.5,8.51,5.59,0.0
20150330:0910,41942.34,642.35,32.92,8.96,6.28,0.0
20150330:1010,59000.11,921.4,39.69,9.97,6.07,0.0
20150330:1110,55763.73,873.61,43.92,10.56,5.93,0.0
20150330:1210,47576.4,743.35,44.8,11.14,5.79,0.0
20150330:1310,27931.2,436.96,42.15,11.19,5.72,0.0
20150330:1410,20735.12,328.98,36.53,11.25,5.31,0.0
20150330:1510,11884.42,197.41,28.82,11.2,4.62,0.0
20150330:1610,6222.28,112.33,19.85,10.78,3.59,0.0
20150330:1710,3865.59,81.37,10.21,10.62,3.72,0.0
20150330:1810,0.0,0.0,0.0,10.2,4.14,0.0
20150330:1910,0.0,0.0,0.0,10.03,4.28,0.0
20150330:2010,0.0,0.0,0.0,10.16,5.03,0.0
20150330:2110,0.0,0.0,0.0,10.56,5.59,0.0
20150330:2210,0.0,0.0,0.0,11.19,6.69,0.0
20150330:2310,0.0,0.0,0.0,11.61,7.52,0.0
20150331:0010,0.0,0.0,0.0,11.8,7.86,0.0
20150331:0110,0.0,0.0,0.0,11.84,8.0,0.0
20150331:0210,0.0,0.0,0.0,11.47,7.93,0.0
20150331:0310,0.0,0.0,0.0,10.86,8.28,0.0
20150331:0410,0.0,0.0,0.0,10.66,8.41,0.0
20150331:0510,0.0,0.0,0.0,10.79,8.48,0.0
20150331:0610,779.49,24.26,5.68,11.04,8.41,0.0
20150331:0710,8408.2,146.15,15.48,10.78,8.41,0.0
20150331:0810,30112.57,464.71,24.86,10.75,8.34,0.0
20150331:0910,5526.28,101.22,33.3,10.78,7.93,0.0
20150331:1010,26432.18,410.76,40.08,11.08,8.9,0.0
20150331:1110,17825.12,284.39,44.31,11.3,9.79,0.0
20150331:1210,13338.67,218.61,45.19,11.64,9.52,0.0
20150331:1310,37147.74,574.3,42.5,11.84,8.55,0.0
20150331:1410,38261.19,591.66,36.84,12.25,8.34,0.0
20150331:1510,31430.95,488.85,29.1,12.25,8.21,0.0
20150331:1610,20727.53,340.05,20.1,11.73,7.86,0.0
20150331:1710,4897.83,117.37,10.45,11.04,6.97,0.0
20150331:1810,0.0,0.0,0.0,9.93,6.55,0.0
20150331:1910,0.0,0.0,0.0,9.17,6.28,0.0
20150331:2010,0.0,0.0,0.0,8.4,6.21,0.0
20150331:2110,0.0,0.0,0.0,7.99,6.34,0.0
20150331:2210,0.0,0.0,0.0,7.28,6.21,0.0
20150331:2310,0.0,0.0,0.0,6.99,6.0,0.0
20150401:0010,0.0,0.0,0.0,6.51,5.66,0.0
20150401:0110,0.0,0.0,0.0,6.35,5.59,0.0
20150401:0210,0.0,0.0,0.0,5.95,5.24,0.0
20150401:0310,0.0,0.0,0.0,5.58,4.83,0.0
20150401:0410,0.0,0.0,0.0,5.2,4.62,0.0
20150401:0510,0.0,0.0,0.0,4.99,4.55,0.0
20150401:0610,3020.82,74.95,6.03,4.76,4.55,0.0
20150401:0710,15850.96,257.01,15.83,5.55,4.14,0.0
20150401:0810,18319.98,285.32,25.22,6.22,6.48,0.0
20150401:0910,23154.81,356.6,33.67,7.13,6.83,0.0
20150401:1010,38442.59,588.08,40.47,8.33,6.41,0.0
20150401:1110,49753.97,767.94,44.71,9.42,6.76,0.0
20150401:1210,27037.1,420.46,45.57,9.74,6.28,0.0
20150401:1310,42649.73,659.4,42.85,10.17,6.28,0.0
20150401:1410,24252.33,379.21,37.14,10.26,6.0,0.0
20150401:1510,12065.06,198.91,29.37,10.29,6.21,0.0
20150401:1610,11775.89,196.8,20.35,9.96,5.52,0.0
20150401:1710,4057.61,83.97,10.69,9.3,4.62,0.0
20150401:1810,0.0,0.0,0.0,8.61,4.34,0.0
20150401:1910,0.0,0.0,0.0,7.92,3.72,0.0
20150401:2010,0.0,0.0,0.0,7.17,3.72,0.0
