Algorithm	Charging satisf. <80%	Charging satisf. >=80%	Overall charging satisf.	Overall charging unsatisf.	Charging auto rejection	Price	Grid limit	Total Energy	Total PV	PV used	Grid used	PV used/Total PV	PV used/Total Energy	Energy/EV	SoC charged	Final SoC	Waiting Time	Obj. cost	Detailed obj. cost	Detailed PV used	Detailed Total Energy	Detailed Total PV
ROLLING	21.58±3.62%	45.92±4.52%	67.50±4.94%	32.50±4.94%	23.42±4.58%	50.59±11.67	0	886.20±63.45	300.35±127.70	281.93±117.51	604.27±119.88	94.33±4.44%	31.75±13.09%	14.63±1.12	29.59±2.26%	67.75±2.58%	37.10±4.25	4689.91±437.54	"[4204.70573155 5654.4958491  4647.06216266 3855.603106   4986.75603526
 4120.86285142 3548.6679293  4609.44562448 4119.79408317 4303.08160584
 4258.61488816 5115.79034984 4417.95865046 4993.76378877 4821.39656087
 5253.23115588 4662.93008526 4754.19797847 4941.72360881 4891.88316909
 4018.40800119 4360.31861371 5113.0717772  4869.02197552 4943.83620644
 4132.69993005 5048.4149206  4551.89026743 5180.32066066 4880.86169755
 4532.54715341 5110.68331624 5215.42839001 5137.65396708 4572.85953025
 4992.31560072 5691.34983255 4447.73361515 5409.67250073 4085.52879412
 4682.04306551 4973.67533623 4868.11375983 4364.28607471 4589.7147504
 4265.12958601 4284.05575959 4267.92660373 4202.10448301 3900.17247238
 5541.38237088 4485.82670691 4443.41732111 4213.19010283 4637.9449917
 5259.8289024  5060.0552782  4597.73817654 5467.37179578 4705.40305636
 4675.55370829 4417.71636542 5807.78811184 4211.55116281 4794.53805055
 4563.60884156 5079.2854012  5315.51242544 4755.49792919 4421.9589589
 4529.2082482  4918.08987925 4201.82245057 4550.74610653 4174.23385245
 4171.1010934  4605.55361499 4714.76129125 5098.8477652  4724.71371602
 4284.88373196 3944.32584181 4374.68529031 5312.84889496 4659.34224314
 4305.4360494  4731.76157676 4504.62494894 4746.45080272 4452.25044697
 4573.50711486 4959.77423409 4336.65761262 5299.18746672 4865.64579027
 4684.08323485 5530.39484478 4857.3491986  4789.18813658 4780.55259852]"	"[102.45465374 320.02806358 372.07162663 400.85445772 426.67157848
 360.54768018 159.29079908 365.70305414 325.62360925 261.23761801
 290.49783643 356.70349838  86.43650459 393.12318665 370.54558987
 378.31155882 417.55085255 353.68456505 251.51921602 241.47018032
 139.33001191 245.75182372 415.17586328 414.37955449 173.12728131
 115.36347332 391.649206   443.2758005  277.7609303  400.42245888
 187.87153408 366.58316244 324.85691843 406.97781075 170.45868958
 193.34556562 119.74221593 352.94821049 285.52500733  72.49245473
 268.33932577 330.10941655 417.89542715 337.67997593  63.04776492
 210.80276126 345.42803441 240.31974492 366.54059092 144.92591021
  94.84896975 393.39247118 401.52321112 112.72995936 343.59991702
  89.50328688 404.55016702 215.90106925 329.01370038  34.54585356
 365.7864594  336.68260229 353.28776233 220.25713801 324.85261156
 365.32426389 226.85213542 129.31434959 385.35019779 145.88984999
  29.97319807 213.04879248 323.03687524 332.92344587 375.81174631
  42.06093398  26.56955179 392.48184845  40.41638966 218.17173869
 300.29337391 392.45841814 412.00290306 275.88121313 307.01416209
 324.8012212  250.10334593 251.54948939 408.59704681 284.08797705
 230.37114857 408.32134916  87.36235666 359.34485287 368.16493414
 386.73234852 449.49844776 409.35854194 416.33136584 146.87546329]"	"[ 766.15  940.5   901.45  825.55  921.8   823.35  771.1   777.7   818.4
  905.3   787.05  998.8   806.85  828.85  870.1   946.    888.25  798.6
  857.45  957.    855.25  906.95  908.6   907.5   865.7   870.65  907.5
  913.    949.3   867.9   862.4   959.75  916.85  949.3   881.1   902.55
 1035.65  868.45  888.8   850.85  910.8   924.    955.9   877.25  891.55
  897.05  815.65  835.45  813.45  777.7   901.45  921.8   867.35  860.75
  964.15  967.45  974.6   883.3   948.2   898.7   898.7   853.6  1088.45
  780.45  918.5   889.35  899.25  868.45  941.6   836.55  892.1   832.15
  843.7   887.7   793.65  831.05  803.55  975.15  946.55  901.45  751.3
  849.2   865.15  975.7   944.35  876.15  954.25  905.3   904.75  889.35
  795.3   894.3   783.2   980.1   935.55  845.9  1045.55  909.7   824.45
  864.05]"	"[121.67481335 330.77296613 393.95416607 436.22173428 438.95146152
 424.34030218 184.4294651  422.06479458 333.71004606 268.6058842
 314.20312385 364.46040253  94.48919031 453.58386414 440.90098144
 393.95416607 486.69795081 360.33434887 329.58364312 243.77991978
 146.06029219 255.77132525 460.29747802 422.73572437 182.70221847
 116.84941538 417.99782298 486.69795081 281.96719725 451.6292115
 194.67102589 377.1632247  348.56169173 434.90129981 174.25063949
 193.36646395 119.99199551 391.90463964 305.32599717  74.62244853
 284.58573887 337.1241499  428.18937596 377.02604321  64.82957737
 214.4980053  396.48036132 243.77991978 413.95714403 162.06602031
  96.35548196 427.70640699 422.30071475 113.01475855 366.20789403
  96.93617287 423.30546802 216.33001363 340.88150715  34.54585356
 396.04017195 373.43468351 356.16558759 233.34529607 333.83812833
 395.93933253 240.33061561 133.82312093 394.47942793 154.87086842
  32.85832283 227.93494076 343.28887747 375.59126609 412.5568329
  44.62730391  31.62430572 407.43814816  40.41638966 222.15804146
 313.7713208  414.85569827 426.71052053 282.66172048 314.20312385
 344.59616676 253.74099441 253.74099441 427.54729931 299.84452386
 236.85572645 422.30071475  89.62401547 366.02360071 376.47722536
 409.33537857 460.83672228 454.24600249 447.48856228 154.87086842]"
